SourceOccurrenceKey,SourceID,SourceBook,Grade,Semester,SourceRow,Word,MatchKey,British,American,Definition,SourceFile
kepu_start3|g3-lower|r016|skirt,kepu_start3,3年级下,3,下,16,skirt,skirt,[skɜːt],[skɜːrt],"n. 裙子 vt. 绕过,回避;位于...边缘 vi. 沿边走,绕开;环绕",科普版三年级起点三年级下.xlsx
kepu_start3|g3-lower|r017|like,kepu_start3,3年级下,3,下,17,like,like,[laɪk],[laɪk],vt. 喜欢;想;愿意 vi. 喜欢;希望 prep. 像;如同 adj. 同样的;相似的 n. 爱好;同样的人或物 adv. 可能 conj. 好像,科普版三年级起点三年级下.xlsx
kepu_start3|g3-lower|r018|vest,kepu_start3,3年级下,3,下,18,vest,vest,[vest],[vest],n. 背心;汗衫 vt. 授予;使穿衣 vi. 归属;穿衣服,科普版三年级起点三年级下.xlsx
kepu_start3|g3-lower|r019|let's,kepu_start3,3年级下,3,下,19,let's,let's,,,让我们(let us的简写),科普版三年级起点三年级下.xlsx
kepu_start3|g3-lower|r020|let us,kepu_start3,3年级下,3,下,20,let us,let us,,,让我们;让我们自己;让我们一起,科普版三年级起点三年级下.xlsx
kepu_start3|g3-lower|r021|on,kepu_start3,3年级下,3,下,21,on,on,[ɒn],[ɑːn],"adv. 向前地;作用中,行动中;继续着 prep. 向,朝......;关于;在......之上;在......时候 adj. 开着的;发生着的,正在进行中",科普版三年级起点三年级下.xlsx
kepu_start3|g3-lower|r022|ship,kepu_start3,3年级下,3,下,22,ship,ship,[ʃɪp],[ʃɪp],"n. 船;舰;太空船 vt. 运送,乘船;以船运送 vi. 上船;乘船旅行;当船员",科普版三年级起点三年级下.xlsx
kepu_start3|g3-lower|r023|many,kepu_start3,3年级下,3,下,23,many,many,[ˈmeni],[ˈmeni],pron. 许多;许多人 adj. 许多的,科普版三年级起点三年级下.xlsx
kepu_start3|g3-lower|r024|animal,kepu_start3,3年级下,3,下,24,animal,animal,[ˈænɪm(ə)l],[ˈænɪm(ə)l],n. 动物 动物的,科普版三年级起点三年级下.xlsx
kepu_start3|g3-lower|r025|elephant,kepu_start3,3年级下,3,下,25,elephant,elephant,[ˈelɪfənt],[ˈelɪfənt],n. 象;大号图画纸,科普版三年级起点三年级下.xlsx
kepu_start3|g3-lower|r026|where,kepu_start3,3年级下,3,下,26,where,where,[weə(r)],[wer],conj. 在...的地方 n. 地点 adv. 在哪里 pron. 哪里,科普版三年级起点三年级下.xlsx
kepu_start3|g3-lower|r027|there,kepu_start3,3年级下,3,下,27,there,there,[ðeə(r)],[ðer],n. 那个地方 adv. 在那里;在那边;在那点上 int. 你瞧,科普版三年级起点三年级下.xlsx
kepu_start3|g3-lower|r028|so,kepu_start3,3年级下,3,下,28,so,so,[səʊ],[soʊ],"conj. 所以;因此 adv. 如此,这么;确是如此 pron. 这样",科普版三年级起点三年级下.xlsx
kepu_start3|g3-lower|r029|bed,kepu_start3,3年级下,3,下,29,bed,bed,[bed],[bed],"n. 床;基础;河底, 海底 vt. 使睡觉;安置,嵌入;栽种 vi. 上床;分层",科普版三年级起点三年级下.xlsx
